"region","year","min_percent_canopy_density","loss_ha","gain_ha"
"Cuzco",2007,10,3216,299.166666666667
"Cuzco",2007,15,3214,299.166666666667
"Cuzco",2007,20,3211,299.166666666667
"Cuzco",2007,25,3209,299.166666666667
"Cuzco",2007,30,3207,299.166666666667
"Cuzco",2007,50,3174,299.166666666667
"Cuzco",2007,75,3097,299.166666666667
"Cuzco",2008,10,2605,299.166666666667
"Cuzco",2008,15,2604,299.166666666667
"Cuzco",2008,20,2601,299.166666666667
"Cuzco",2008,25,2600,299.166666666667
"Cuzco",2008,30,2598,299.166666666667
"Cuzco",2008,50,2567,299.166666666667
"Cuzco",2008,75,2499,299.166666666667
"Cuzco",2009,10,4500,299.166666666667
"Cuzco",2009,15,4498,299.166666666667
"Cuzco",2009,20,4494,299.166666666667
"Cuzco",2009,25,4493,299.166666666667
"Cuzco",2009,30,4489,299.166666666667
"Cuzco",2009,50,4457,299.166666666667
"Cuzco",2009,75,4376,299.166666666667
"Cuzco",2010,10,3106,299.166666666667
"Cuzco",2010,15,3104,299.166666666667
"Cuzco",2010,20,3101,299.166666666667
"Cuzco",2010,25,3099,299.166666666667
"Cuzco",2010,30,3097,299.166666666667
"Cuzco",2010,50,3065,299.166666666667
"Cuzco",2010,75,3000,299.166666666667
"Cuzco",2011,10,2708,299.166666666667
"Cuzco",2011,15,2707,299.166666666667
"Cuzco",2011,20,2705,299.166666666667
"Cuzco",2011,25,2703,299.166666666667
"Cuzco",2011,30,2701,299.166666666667
"Cuzco",2011,50,2682,299.166666666667
"Cuzco",2011,75,2634,299.166666666667
"Cuzco",2012,10,6596,299.166666666667
"Cuzco",2012,15,6592,299.166666666667
"Cuzco",2012,20,6584,299.166666666667
"Cuzco",2012,25,6580,299.166666666667
"Cuzco",2012,30,6573,299.166666666667
"Cuzco",2012,50,6509,299.166666666667
"Cuzco",2012,75,6375,299.166666666667
"Huancavelica",2000,10,0,0
"Huancavelica",2000,15,0,0
"Huancavelica",2000,20,0,0
"Huancavelica",2000,25,0,0
"Huancavelica",2000,30,0,0
"Huancavelica",2000,50,0,0
"Huancavelica",2000,75,0,0
"Huancavelica",2001,10,25,13.8333333333333
"Huancavelica",2001,15,25,13.8333333333333
"Huancavelica",2001,20,25,13.8333333333333
"Huancavelica",2001,25,25,13.8333333333333
"Huancavelica",2001,30,25,13.8333333333333
"Huancavelica",2001,50,23,13.8333333333333
"Huancavelica",2001,75,18,13.8333333333333
"Huancavelica",2002,10,149,13.8333333333333
"Huancavelica",2002,15,148,13.8333333333333
"Huancavelica",2002,20,147,13.8333333333333
"Huancavelica",2002,25,145,13.8333333333333
"Huancavelica",2002,30,143,13.8333333333333
"Huancavelica",2002,50,117,13.8333333333333
"Huancavelica",2002,75,98,13.8333333333333
"Huancavelica",2003,10,56,13.8333333333333
"Huancavelica",2003,15,56,13.8333333333333
"Huancavelica",2003,20,55,13.8333333333333
"Huancavelica",2003,25,54,13.8333333333333
"Huancavelica",2003,30,54,13.8333333333333
"Huancavelica",2003,50,48,13.8333333333333
"Huancavelica",2003,75,38,13.8333333333333
"Huancavelica",2004,10,77,13.8333333333333
"Huancavelica",2004,15,75,13.8333333333333
"Huancavelica",2004,20,75,13.8333333333333
"Huancavelica",2004,25,73,13.8333333333333
"Huancavelica",2004,30,73,13.8333333333333
"Huancavelica",2004,50,67,13.8333333333333
"Huancavelica",2004,75,55,13.8333333333333
"Huancavelica",2005,10,227,13.8333333333333
"Huancavelica",2005,15,226,13.8333333333333
"Huancavelica",2005,20,224,13.8333333333333
"Huancavelica",2005,25,223,13.8333333333333
"Huancavelica",2005,30,222,13.8333333333333
"Huancavelica",2005,50,203,13.8333333333333
"Huancavelica",2005,75,173,13.8333333333333
"Huancavelica",2006,10,45,13.8333333333333
"Huancavelica",2006,15,45,13.8333333333333
"Huancavelica",2006,20,44,13.8333333333333
"Huancavelica",2006,25,44,13.8333333333333
"Huancavelica",2006,30,44,13.8333333333333
"Huancavelica",2006,50,41,13.8333333333333
"Huancavelica",2006,75,34,13.8333333333333
"Huancavelica",2007,10,66,13.8333333333333
"Huancavelica",2007,15,66,13.8333333333333
"Huancavelica",2007,20,65,13.8333333333333
"Huancavelica",2007,25,65,13.8333333333333
"Huancavelica",2007,30,64,13.8333333333333
"Huancavelica",2007,50,57,13.8333333333333
"Huancavelica",2007,75,43,13.8333333333333
"Huancavelica",2008,10,152,13.8333333333333
"Huancavelica",2008,15,151,13.8333333333333
"Huancavelica",2008,20,150,13.8333333333333
"Huancavelica",2008,25,149,13.8333333333333
"Huancavelica",2008,30,149,13.8333333333333
"Huancavelica",2008,50,132,13.8333333333333
"Huancavelica",2008,75,109,13.8333333333333
"Huancavelica",2009,10,107,13.8333333333333
"Huancavelica",2009,15,107,13.8333333333333
"Huancavelica",2009,20,106,13.8333333333333
"Huancavelica",2009,25,106,13.8333333333333
"Huancavelica",2009,30,105,13.8333333333333
"Huancavelica",2009,50,98,13.8333333333333
"Huancavelica",2009,75,84,13.8333333333333
"Huancavelica",2010,10,147,13.8333333333333
"Huancavelica",2010,15,146,13.8333333333333
"Huancavelica",2010,20,145,13.8333333333333
"Huancavelica",2010,25,145,13.8333333333333
"Huancavelica",2010,30,144,13.8333333333333
"Huancavelica",2010,50,135,13.8333333333333
"Huancavelica",2010,75,116,13.8333333333333
"Huancavelica",2011,10,71,13.8333333333333
"Huancavelica",2011,15,70,13.8333333333333
"Huancavelica",2011,20,70,13.8333333333333
"Huancavelica",2011,25,69,13.8333333333333
"Huancavelica",2011,30,69,13.8333333333333
"Huancavelica",2011,50,62,13.8333333333333
"Huancavelica",2011,75,48,13.8333333333333
"Huancavelica",2012,10,224,13.8333333333333
"Huancavelica",2012,15,223,13.8333333333333
"Huancavelica",2012,20,222,13.8333333333333
"Huancavelica",2012,25,221,13.8333333333333
"Huancavelica",2012,30,220,13.8333333333333
"Huancavelica",2012,50,208,13.8333333333333
"Huancavelica",2012,75,183,13.8333333333333
"Hu\u00e1nuco",2000,10,0,0
"Hu\u00e1nuco",2000,15,0,0
"Hu\u00e1nuco",2000,20,0,0
"Hu\u00e1nuco",2000,25,0,0
"Hu\u00e1nuco",2000,30,0,0
"Hu\u00e1nuco",2000,50,0,0
"Hu\u00e1nuco",2000,75,0,0
"Hu\u00e1nuco",2001,10,9074,1055.08333333333
"Hu\u00e1nuco",2001,15,9073,1055.08333333333
"Hu\u00e1nuco",2001,20,9071,1055.08333333333
"Hu\u00e1nuco",2001,25,9069,1055.08333333333
"Hu\u00e1nuco",2001,30,9067,1055.08333333333
"Hu\u00e1nuco",2001,50,9047,1055.08333333333
"Hu\u00e1nuco",2001,75,8980,1055.08333333333
"Hu\u00e1nuco",2002,10,10671,1055.08333333333
"Hu\u00e1nuco",2002,15,10669,1055.08333333333
"Hu\u00e1nuco",2002,20,10666,1055.08333333333
"Hu\u00e1nuco",2002,25,10664,1055.08333333333
"Hu\u00e1nuco",2002,30,10661,1055.08333333333
"Hu\u00e1nuco",2002,50,10635,1055.08333333333
"Hu\u00e1nuco",2002,75,10534,1055.08333333333
"Hu\u00e1nuco",2003,10,11969,1055.08333333333
"Hu\u00e1nuco",2003,15,11968,1055.08333333333
"Hu\u00e1nuco",2003,20,11966,1055.08333333333
"Hu\u00e1nuco",2003,25,11964,1055.08333333333
"Hu\u00e1nuco",2003,30,11962,1055.08333333333
"Hu\u00e1nuco",2003,50,11943,1055.08333333333
"Hu\u00e1nuco",2003,75,11865,1055.08333333333
"Hu\u00e1nuco",2004,10,8889,1055.08333333333
"Hu\u00e1nuco",2004,15,8887,1055.08333333333
"Hu\u00e1nuco",2004,20,8884,1055.08333333333
"Hu\u00e1nuco",2004,25,8882,1055.08333333333
"Hu\u00e1nuco",2004,30,8878,1055.08333333333
"Hu\u00e1nuco",2004,50,8848,1055.08333333333
"Hu\u00e1nuco",2004,75,8748,1055.08333333333
"Hu\u00e1nuco",2005,10,24066,1055.08333333333
"Hu\u00e1nuco",2005,15,24062,1055.08333333333
"Hu\u00e1nuco",2005,20,24058,1055.08333333333
"Hu\u00e1nuco",2005,25,24054,1055.08333333333
"Hu\u00e1nuco",2005,30,24047,1055.08333333333
"Hu\u00e1nuco",2005,50,23987,1055.08333333333
"Hu\u00e1nuco",2005,75,23740,1055.08333333333
"Hu\u00e1nuco",2006,10,9195,1055.08333333333
"Hu\u00e1nuco",2006,15,9193,1055.08333333333
"Hu\u00e1nuco",2006,20,9191,1055.08333333333
"Hu\u00e1nuco",2006,25,9190,1055.08333333333
"Hu\u00e1nuco",2006,30,9187,1055.08333333333
"Hu\u00e1nuco",2006,50,9166,1055.08333333333
"Hu\u00e1nuco",2006,75,9093,1055.08333333333
"Hu\u00e1nuco",2007,10,10736,1055.08333333333
"Hu\u00e1nuco",2007,15,10735,1055.08333333333
"Hu\u00e1nuco",2007,20,10732,1055.08333333333
"Hu\u00e1nuco",2007,25,10730,1055.08333333333
"Hu\u00e1nuco",2007,30,10726,1055.08333333333
"Hu\u00e1nuco",2007,50,10697,1055.08333333333
"Hu\u00e1nuco",2007,75,10615,1055.08333333333
"Hu\u00e1nuco",2008,10,17468,1055.08333333333
"Hu\u00e1nuco",2008,15,17467,1055.08333333333
"Hu\u00e1nuco",2008,20,17464,1055.08333333333
"Hu\u00e1nuco",2008,25,17462,1055.08333333333
"Hu\u00e1nuco",2008,30,17458,1055.08333333333
"Hu\u00e1nuco",2008,50,17434,1055.08333333333
"Hu\u00e1nuco",2008,75,17348,1055.08333333333
"Hu\u00e1nuco",2009,10,24628,1055.08333333333
"Hu\u00e1nuco",2009,15,24626,1055.08333333333
"Hu\u00e1nuco",2009,20,24623,1055.08333333333
"Hu\u00e1nuco",2009,25,24621,1055.08333333333
"Hu\u00e1nuco",2009,30,24617,1055.08333333333
"Hu\u00e1nuco",2009,50,24585,1055.08333333333
"Hu\u00e1nuco",2009,75,24466,1055.08333333333
"Hu\u00e1nuco",2010,10,15789,1055.08333333333
"Hu\u00e1nuco",2010,15,15788,1055.08333333333
"Hu\u00e1nuco",2010,20,15785,1055.08333333333
"Hu\u00e1nuco",2010,25,15784,1055.08333333333
"Hu\u00e1nuco",2010,30,15781,1055.08333333333
"Hu\u00e1nuco",2010,50,15756,1055.08333333333
"Hu\u00e1nuco",2010,75,15683,1055.08333333333
"Hu\u00e1nuco",2011,10,14982,1055.08333333333
"Hu\u00e1nuco",2011,15,14980,1055.08333333333
"Hu\u00e1nuco",2011,20,14978,1055.08333333333
"Hu\u00e1nuco",2011,25,14977,1055.08333333333
"Hu\u00e1nuco",2011,30,14974,1055.08333333333
"Hu\u00e1nuco",2011,50,14953,1055.08333333333
"Hu\u00e1nuco",2011,75,14889,1055.08333333333
"Hu\u00e1nuco",2012,10,34181,1055.08333333333
"Hu\u00e1nuco",2012,15,34177,1055.08333333333
"Hu\u00e1nuco",2012,20,34171,1055.08333333333
"Hu\u00e1nuco",2012,25,34167,1055.08333333333
"Hu\u00e1nuco",2012,30,34161,1055.08333333333
"Hu\u00e1nuco",2012,50,34100,1055.08333333333
"Hu\u00e1nuco",2012,75,33897,1055.08333333333
"Ica",2000,10,0,0
"Ica",2000,15,0,0
"Ica",2000,20,0,0
"Ica",2000,25,0,0
"Ica",2000,30,0,0
"Ica",2000,50,0,0
"Ica",2000,75,0,0
"Ica",2001,10,0,5.16666666666667
"Ica",2001,15,0,5.16666666666667
"Ica",2001,20,0,5.16666666666667
"Ica",2001,25,0,5.16666666666667
"Ica",2001,30,0,5.16666666666667
"Ica",2001,50,0,5.16666666666667
"Ica",2001,75,0,5.16666666666667
"Ica",2002,10,0,5.16666666666667
"Ica",2002,15,0,5.16666666666667
"Ica",2002,20,0,5.16666666666667
"Ica",2002,25,0,5.16666666666667
"Ica",2002,30,0,5.16666666666667
"Ica",2002,50,0,5.16666666666667
"Ica",2002,75,0,5.16666666666667
"Ica",2003,10,0,5.16666666666667
"Ica",2003,15,0,5.16666666666667
"Ica",2003,20,0,5.16666666666667
"Ica",2003,25,0,5.16666666666667
"Ica",2003,30,0,5.16666666666667
"Ica",2003,50,0,5.16666666666667
"Ica",2003,75,0,5.16666666666667
"Ica",2004,10,0,5.16666666666667
"Ica",2004,15,0,5.16666666666667
"Ica",2004,20,0,5.16666666666667
"Ica",2004,25,0,5.16666666666667
"Ica",2004,30,0,5.16666666666667
"Ica",2004,50,0,5.16666666666667
"Ica",2004,75,0,5.16666666666667
"Ica",2005,10,0,5.16666666666667
"Ica",2005,15,0,5.16666666666667
"Ica",2005,20,0,5.16666666666667
"Ica",2005,25,0,5.16666666666667
"Ica",2005,30,0,5.16666666666667
"Ica",2005,50,0,5.16666666666667
"Ica",2005,75,0,5.16666666666667
"Ica",2006,10,0,5.16666666666667
"Ica",2006,15,0,5.16666666666667
"Ica",2006,20,0,5.16666666666667
"Ica",2006,25,0,5.16666666666667
"Ica",2006,30,0,5.16666666666667
"Ica",2006,50,0,5.16666666666667
"Ica",2006,75,0,5.16666666666667
"Ica",2007,10,0,5.16666666666667
"Ica",2007,15,0,5.16666666666667
"Ica",2007,20,0,5.16666666666667
"Ica",2007,25,0,5.16666666666667
"Ica",2007,30,0,5.16666666666667
"Ica",2007,50,0,5.16666666666667
"Ica",2007,75,0,5.16666666666667
"Ica",2008,10,0,5.16666666666667
"Ica",2008,15,0,5.16666666666667
"Ica",2008,20,0,5.16666666666667
"Ica",2008,25,0,5.16666666666667
"Ica",2008,30,0,5.16666666666667
"Ica",2008,50,0,5.16666666666667
"Ica",2008,75,0,5.16666666666667
"Ica",2009,10,0,5.16666666666667
"Ica",2009,15,0,5.16666666666667
"Ica",2009,20,0,5.16666666666667
"Ica",2009,25,0,5.16666666666667
"Ica",2009,30,0,5.16666666666667
"Ica",2009,50,0,5.16666666666667
"Ica",2009,75,0,5.16666666666667
"Ica",2010,10,0,5.16666666666667
"Ica",2010,15,0,5.16666666666667
"Ica",2010,20,0,5.16666666666667
"Ica",2010,25,0,5.16666666666667
"Ica",2010,30,0,5.16666666666667
"Ica",2010,50,0,5.16666666666667
"Ica",2010,75,0,5.16666666666667
"Ica",2011,10,0,5.16666666666667
"Ica",2011,15,0,5.16666666666667
"Ica",2011,20,0,5.16666666666667
"Ica",2011,25,0,5.16666666666667
"Ica",2011,30,0,5.16666666666667
"Ica",2011,50,0,5.16666666666667
"Ica",2011,75,0,5.16666666666667
"Ica",2012,10,0,5.16666666666667
"Ica",2012,15,0,5.16666666666667
"Ica",2012,20,0,5.16666666666667
"Ica",2012,25,0,5.16666666666667
"Ica",2012,30,0,5.16666666666667
"Ica",2012,50,0,5.16666666666667
"Ica",2012,75,0,5.16666666666667
"Jun\u00edn",2000,10,0,0
"Jun\u00edn",2000,15,0,0
"Jun\u00edn",2000,20,0,0
"Jun\u00edn",2000,25,0,0
"Jun\u00edn",2000,30,0,0
"Jun\u00edn",2000,50,0,0
"Jun\u00edn",2000,75,0,0
"Jun\u00edn",2001,10,5793,518.583333333333
"Jun\u00edn",2001,15,5792,518.583333333333
"Jun\u00edn",2001,20,5790,518.583333333333
"Jun\u00edn",2001,25,5789,518.583333333333
"Jun\u00edn",2001,30,5787,518.583333333333
"Jun\u00edn",2001,50,5766,518.583333333333
"Jun\u00edn",2001,75,5688,518.583333333333
"Jun\u00edn",2002,10,2631,518.583333333333
"Jun\u00edn",2002,15,2630,518.583333333333
"Jun\u00edn",2002,20,2628,518.583333333333
"Jun\u00edn",2002,25,2626,518.583333333333
"Jun\u00edn",2002,30,2625,518.583333333333
"Jun\u00edn",2002,50,2611,518.583333333333
"Jun\u00edn",2002,75,2563,518.583333333333
"Jun\u00edn",2003,10,2423,518.583333333333
"Jun\u00edn",2003,15,2422,518.583333333333
"Jun\u00edn",2003,20,2421,518.583333333333
"Jun\u00edn",2003,25,2420,518.583333333333
"Jun\u00edn",2003,30,2420,518.583333333333
"Jun\u00edn",2003,50,2406,518.583333333333
"Jun\u00edn",2003,75,2369,518.583333333333
"Jun\u00edn",2004,10,7627,518.583333333333
"Jun\u00edn",2004,15,7624,518.583333333333
"Jun\u00edn",2004,20,7621,518.583333333333
"Jun\u00edn",2004,25,7618,518.583333333333
"Jun\u00edn",2004,30,7614,518.583333333333
"Jun\u00edn",2004,50,7580,518.583333333333
"Jun\u00edn",2004,75,7469,518.583333333333
"Jun\u00edn",2005,10,10181,518.583333333333
"Jun\u00edn",2005,15,10177,518.583333333333
"Jun\u00edn",2005,20,10173,518.583333333333
"Jun\u00edn",2005,25,10170,518.583333333333
"Jun\u00edn",2005,30,10167,518.583333333333
"Jun\u00edn",2005,50,10117,518.583333333333
"Jun\u00edn",2005,75,9931,518.583333333333
"Jun\u00edn",2006,10,5184,518.583333333333
"Jun\u00edn",2006,15,5182,518.583333333333
"Jun\u00edn",2006,20,5181,518.583333333333
"Jun\u00edn",2006,25,5180,518.583333333333
"Jun\u00edn",2006,30,5179,518.583333333333
"Jun\u00edn",2006,50,5163,518.583333333333
"Jun\u00edn",2006,75,5106,518.583333333333
"Jun\u00edn",2007,10,4386,518.583333333333
"Jun\u00edn",2007,15,4384,518.583333333333
"Jun\u00edn",2007,20,4382,518.583333333333
"Jun\u00edn",2007,25,4380,518.583333333333
"Jun\u00edn",2007,30,4377,518.583333333333
"Jun\u00edn",2007,50,4347,518.583333333333
"Jun\u00edn",2007,75,4265,518.583333333333
"Jun\u00edn",2008,10,7008,518.583333333333
"Jun\u00edn",2008,15,7006,518.583333333333
"Jun\u00edn",2008,20,7004,518.583333333333
"Jun\u00edn",2008,25,7001,518.583333333333
"Jun\u00edn",2008,30,6998,518.583333333333
"Jun\u00edn",2008,50,6966,518.583333333333
"Jun\u00edn",2008,75,6873,518.583333333333
"Jun\u00edn",2009,10,8893,518.583333333333
"Jun\u00edn",2009,15,8891,518.583333333333
"Jun\u00edn",2009,20,8888,518.583333333333
"Jun\u00edn",2009,25,8887,518.583333333333
"Jun\u00edn",2009,30,8883,518.583333333333
"Jun\u00edn",2009,50,8847,518.583333333333
"Jun\u00edn",2009,75,8736,518.583333333333
"Jun\u00edn",2010,10,6037,518.583333333333
"Jun\u00edn",2010,15,6036,518.583333333333
"Jun\u00edn",2010,20,6033,518.583333333333
"Jun\u00edn",2010,25,6031,518.583333333333
"Jun\u00edn",2010,30,6029,518.583333333333
"Jun\u00edn",2010,50,5999,518.583333333333
"Jun\u00edn",2010,75,5916,518.583333333333
"Jun\u00edn",2011,10,5975,518.583333333333
"Jun\u00edn",2011,15,5973,518.583333333333
"Jun\u00edn",2011,20,5969,518.583333333333
"Jun\u00edn",2011,25,5967,518.583333333333
"Jun\u00edn",2011,30,5964,518.583333333333
"Jun\u00edn",2011,50,5925,518.583333333333
"Jun\u00edn",2011,75,5817,518.583333333333
"Jun\u00edn",2012,10,13502,518.583333333333
"Jun\u00edn",2012,15,13497,518.583333333333
"Jun\u00edn",2012,20,13492,518.583333333333
"Jun\u00edn",2012,25,13489,518.583333333333
"Jun\u00edn",2012,30,13484,518.583333333333
"Jun\u00edn",2012,50,13412,518.583333333333
"Jun\u00edn",2012,75,13197,518.583333333333
"La Libertad",2000,10,0,0
"La Libertad",2000,15,0,0
"La Libertad",2000,20,0,0
"La Libertad",2000,25,0,0
"La Libertad",2000,30,0,0
"La Libertad",2000,50,0,0
"La Libertad",2000,75,0,0
"La Libertad",2001,10,169,75.4166666666667
"La Libertad",2001,15,167,75.4166666666667
"La Libertad",2001,20,166,75.4166666666667
"La Libertad",2001,25,165,75.4166666666667
"La Libertad",2001,30,163,75.4166666666667
"La Libertad",2001,50,146,75.4166666666667
"La Libertad",2001,75,125,75.4166666666667
"La Libertad",2002,10,112,75.4166666666667
"La Libertad",2002,15,111,75.4166666666667
"La Libertad",2002,20,110,75.4166666666667
"La Libertad",2002,25,109,75.4166666666667
"La Libertad",2002,30,107,75.4166666666667
"La Libertad",2002,50,97,75.4166666666667
"La Libertad",2002,75,80,75.4166666666667
"La Libertad",2003,10,107,75.4166666666667
"La Libertad",2003,15,106,75.4166666666667
"La Libertad",2003,20,105,75.4166666666667
"La Libertad",2003,25,104,75.4166666666667
"La Libertad",2003,30,103,75.4166666666667
"La Libertad",2003,50,92,75.4166666666667
"La Libertad",2003,75,75,75.4166666666667
"La Libertad",2004,10,144,75.4166666666667
"La Libertad",2004,15,143,75.4166666666667
"La Libertad",2004,20,140,75.4166666666667
"La Libertad",2004,25,140,75.4166666666667
"La Libertad",2004,30,139,75.4166666666667
"La Libertad",2004,50,124,75.4166666666667
"La Libertad",2004,75,101,75.4166666666667
"La Libertad",2005,10,218,75.4166666666667
"La Libertad",2005,15,217,75.4166666666667
"La Libertad",2005,20,216,75.4166666666667
"La Libertad",2005,25,215,75.4166666666667
"La Libertad",2005,30,214,75.4166666666667
"La Libertad",2005,50,197,75.4166666666667
"La Libertad",2005,75,161,75.4166666666667
"La Libertad",2006,10,157,75.4166666666667
"La Libertad",2006,15,156,75.4166666666667
"La Libertad",2006,20,154,75.4166666666667
"La Libertad",2006,25,153,75.4166666666667
"La Libertad",2006,30,153,75.4166666666667
"La Libertad",2006,50,139,75.4166666666667
"La Libertad",2006,75,114,75.4166666666667
"La Libertad",2007,10,154,75.4166666666667
"La Libertad",2007,15,154,75.4166666666667
"La Libertad",2007,20,153,75.4166666666667
"La Libertad",2007,25,152,75.4166666666667
"La Libertad",2007,30,151,75.4166666666667
"La Libertad",2007,50,140,75.4166666666667
"La Libertad",2007,75,118,75.4166666666667
"La Libertad",2008,10,133,75.4166666666667
"La Libertad",2008,15,132,75.4166666666667
"La Libertad",2008,20,130,75.4166666666667
"La Libertad",2008,25,129,75.4166666666667
"La Libertad",2008,30,128,75.4166666666667
"La Libertad",2008,50,113,75.4166666666667
"La Libertad",2008,75,93,75.4166666666667
"La Libertad",2009,10,274,75.4166666666667
"La Libertad",2009,15,272,75.4166666666667
"La Libertad",2009,20,270,75.4166666666667
"La Libertad",2009,25,267,75.4166666666667
"La Libertad",2009,30,265,75.4166666666667
"La Libertad",2009,50,236,75.4166666666667
"La Libertad",2009,75,188,75.4166666666667
"La Libertad",2010,10,239,75.4166666666667
"La Libertad",2010,15,238,75.4166666666667
"La Libertad",2010,20,238,75.4166666666667
"La Libertad",2010,25,237,75.4166666666667
"La Libertad",2010,30,237,75.4166666666667
"La Libertad",2010,50,224,75.4166666666667
"La Libertad",2010,75,196,75.4166666666667
"La Libertad",2011,10,116,75.4166666666667
"La Libertad",2011,15,116,75.4166666666667
"La Libertad",2011,20,115,75.4166666666667
"La Libertad",2011,25,115,75.4166666666667
"La Libertad",2011,30,114,75.4166666666667
"La Libertad",2011,50,105,75.4166666666667
"La Libertad",2011,75,93,75.4166666666667
"La Libertad",2012,10,218,75.4166666666667
"La Libertad",2012,15,217,75.4166666666667
"La Libertad",2012,20,216,75.4166666666667
"La Libertad",2012,25,215,75.4166666666667
"La Libertad",2012,30,214,75.4166666666667
"La Libertad",2012,50,199,75.4166666666667
"La Libertad",2012,75,168,75.4166666666667
"Lambayeque",2000,10,0,0
"Lambayeque",2000,15,0,0
"Lambayeque",2000,20,0,0
"Lambayeque",2000,25,0,0
"Lambayeque",2000,30,0,0
"Lambayeque",2000,50,0,0
"Lambayeque",2000,75,0,0
"Lambayeque",2001,10,51,14
"Lambayeque",2001,15,48,14
"Lambayeque",2001,20,47,14
"Lambayeque",2001,25,45,14
"Lambayeque",2001,30,45,14
"Lambayeque",2001,50,30,14
"Lambayeque",2001,75,21,14
"Lambayeque",2002,10,50,14
"Lambayeque",2002,15,48,14
"Lambayeque",2002,20,47,14
"Lambayeque",2002,25,45,14
"Lambayeque",2002,30,44,14
"Lambayeque",2002,50,33,14
"Lambayeque",2002,75,21,14
"Lambayeque",2003,10,63,14
"Lambayeque",2003,15,60,14
"Lambayeque",2003,20,58,14
"Lambayeque",2003,25,55,14
"Lambayeque",2003,30,52,14
"Lambayeque",2003,50,36,14
"Lambayeque",2003,75,20,14
"Lambayeque",2004,10,41,14
"Lambayeque",2004,15,37,14
"Lambayeque",2004,20,35,14
"Lambayeque",2004,25,34,14
"Lambayeque",2004,30,33,14
"Lambayeque",2004,50,21,14
"Lambayeque",2004,75,12,14
"Lambayeque",2005,10,138,14
"Lambayeque",2005,15,135,14
"Lambayeque",2005,20,132,14
"Lambayeque",2005,25,130,14
"Lambayeque",2005,30,128,14
"Lambayeque",2005,50,110,14
"Lambayeque",2005,75,81,14
"Lambayeque",2006,10,113,14
"Lambayeque",2006,15,111,14
"Lambayeque",2006,20,108,14
"Lambayeque",2006,25,106,14
"Lambayeque",2006,30,104,14
"Lambayeque",2006,50,84,14
"Lambayeque",2006,75,56,14
"Lambayeque",2007,10,41,14
"Lambayeque",2007,15,40,14
"Lambayeque",2007,20,38,14
"Lambayeque",2007,25,37,14
"Lambayeque",2007,30,36,14
"Lambayeque",2007,50,24,14
"Lambayeque",2007,75,15,14
"Lambayeque",2008,10,78,14
"Lambayeque",2008,15,76,14
"Lambayeque",2008,20,74,14
"Lambayeque",2008,25,73,14
"Lambayeque",2008,30,72,14
"Lambayeque",2008,50,55,14
"Lambayeque",2008,75,37,14
"Lambayeque",2009,10,60,14
"Lambayeque",2009,15,59,14
"Lambayeque",2009,20,57,14
"Lambayeque",2009,25,55,14
"Lambayeque",2009,30,53,14
"Lambayeque",2009,50,32,14
"Lambayeque",2009,75,19,14
"Lambayeque",2010,10,90,14
"Lambayeque",2010,15,88,14
"Lambayeque",2010,20,87,14
"Lambayeque",2010,25,85,14
"Lambayeque",2010,30,84,14
"Lambayeque",2010,50,62,14
"Lambayeque",2010,75,37,14
"Lambayeque",2011,10,66,14
"Lambayeque",2011,15,62,14
"Lambayeque",2011,20,61,14
"Lambayeque",2011,25,59,14
"Lambayeque",2011,30,56,14
"Lambayeque",2011,50,38,14
"Lambayeque",2011,75,26,14
"Lambayeque",2012,10,187,14
"Lambayeque",2012,15,180,14
"Lambayeque",2012,20,178,14
"Lambayeque",2012,25,177,14
"Lambayeque",2012,30,175,14
"Lambayeque",2012,50,157,14
"Lambayeque",2012,75,127,14
"Lima",2000,10,0,0
"Lima",2000,15,0,0
"Lima",2000,20,0,0
"Lima",2000,25,0,0
"Lima",2000,30,0,0
"Lima",2000,50,0,0
"Lima",2000,75,0,0
"Lima",2001,10,3,0.833333333333333
"Lima",2001,15,3,0.833333333333333
"Lima",2001,20,3,0.833333333333333
"Lima",2001,25,2,0.833333333333333
"Lima",2001,30,2,0.833333333333333
"Lima",2001,50,2,0.833333333333333
"Lima",2001,75,2,0.833333333333333
"Lima",2002,10,1,0.833333333333333
"Lima",2002,15,1,0.833333333333333
"Lima",2002,20,1,0.833333333333333
"Lima",2002,25,1,0.833333333333333
"Lima",2002,30,1,0.833333333333333
"Lima",2002,50,0,0.833333333333333
"Lima",2002,75,0,0.833333333333333
"Lima",2003,10,1,0.833333333333333
"Lima",2003,15,1,0.833333333333333
"Lima",2003,20,1,0.833333333333333
"Lima",2003,25,1,0.833333333333333
"Lima",2003,30,1,0.833333333333333
"Lima",2003,50,1,0.833333333333333
"Lima",2003,75,0,0.833333333333333
"Lima",2004,10,3,0.833333333333333
"Lima",2004,15,3,0.833333333333333
"Lima",2004,20,3,0.833333333333333
"Lima",2004,25,3,0.833333333333333
"Lima",2004,30,2,0.833333333333333
"Lima",2004,50,2,0.833333333333333
"Lima",2004,75,2,0.833333333333333
"Lima",2005,10,1,0.833333333333333
"Lima",2005,15,1,0.833333333333333
"Lima",2005,20,1,0.833333333333333
"Lima",2005,25,1,0.833333333333333
"Lima",2005,30,1,0.833333333333333
"Lima",2005,50,1,0.833333333333333
"Lima",2005,75,0,0.833333333333333
"Lima",2006,10,1,0.833333333333333
"Lima",2006,15,1,0.833333333333333
"Lima",2006,20,1,0.833333333333333
"Lima",2006,25,1,0.833333333333333
