"region","year","min_percent_canopy_density","loss_ha","gain_ha"
"San Mart\u00edn",2012,20,59490,1661.41666666667
"San Mart\u00edn",2012,25,59475,1661.41666666667
"San Mart\u00edn",2012,30,59456,1661.41666666667
"San Mart\u00edn",2012,50,59146,1661.41666666667
"San Mart\u00edn",2012,75,58005,1661.41666666667
"Tacna",2000,10,0,0
"Tacna",2000,15,0,0
"Tacna",2000,20,0,0
"Tacna",2000,25,0,0
"Tacna",2000,30,0,0
"Tacna",2000,50,0,0
"Tacna",2000,75,0,0
"Tacna",2001,10,0,0.166666666666667
"Tacna",2001,15,0,0.166666666666667
"Tacna",2001,20,0,0.166666666666667
"Tacna",2001,25,0,0.166666666666667
"Tacna",2001,30,0,0.166666666666667
"Tacna",2001,50,0,0.166666666666667
"Tacna",2001,75,0,0.166666666666667
"Tacna",2002,10,0,0.166666666666667
"Tacna",2002,15,0,0.166666666666667
"Tacna",2002,20,0,0.166666666666667
"Tacna",2002,25,0,0.166666666666667
"Tacna",2002,30,0,0.166666666666667
"Tacna",2002,50,0,0.166666666666667
"Tacna",2002,75,0,0.166666666666667
"Tacna",2003,10,0,0.166666666666667
"Tacna",2003,15,0,0.166666666666667
"Tacna",2003,20,0,0.166666666666667
"Tacna",2003,25,0,0.166666666666667
"Tacna",2003,30,0,0.166666666666667
"Tacna",2003,50,0,0.166666666666667
"Tacna",2003,75,0,0.166666666666667
"Tacna",2004,10,0,0.166666666666667
"Tacna",2004,15,0,0.166666666666667
"Tacna",2004,20,0,0.166666666666667
"Tacna",2004,25,0,0.166666666666667
"Tacna",2004,30,0,0.166666666666667
"Tacna",2004,50,0,0.166666666666667
"Tacna",2004,75,0,0.166666666666667
"Tacna",2005,10,0,0.166666666666667
"Tacna",2005,15,0,0.166666666666667
"Tacna",2005,20,0,0.166666666666667
"Tacna",2005,25,0,0.166666666666667
"Tacna",2005,30,0,0.166666666666667
"Tacna",2005,50,0,0.166666666666667
"Tacna",2005,75,0,0.166666666666667
"Tacna",2006,10,0,0.166666666666667
"Tacna",2006,15,0,0.166666666666667
"Tacna",2006,20,0,0.166666666666667
"Tacna",2006,25,0,0.166666666666667
"Tacna",2006,30,0,0.166666666666667
"Tacna",2006,50,0,0.166666666666667
"Tacna",2006,75,0,0.166666666666667
"Tacna",2007,10,0,0.166666666666667
"Tacna",2007,15,0,0.166666666666667
"Tacna",2007,20,0,0.166666666666667
"Tacna",2007,25,0,0.166666666666667
"Tacna",2007,30,0,0.166666666666667
"Tacna",2007,50,0,0.166666666666667
"Tacna",2007,75,0,0.166666666666667
"Tacna",2008,10,0,0.166666666666667
"Tacna",2008,15,0,0.166666666666667
"Tacna",2008,20,0,0.166666666666667
"Tacna",2008,25,0,0.166666666666667
"Tacna",2008,30,0,0.166666666666667
"Tacna",2008,50,0,0.166666666666667
"Tacna",2008,75,0,0.166666666666667
"Tacna",2009,10,0,0.166666666666667
"Tacna",2009,15,0,0.166666666666667
"Tacna",2009,20,0,0.166666666666667
"Tacna",2009,25,0,0.166666666666667
"Tacna",2009,30,0,0.166666666666667
"Tacna",2009,50,0,0.166666666666667
"Tacna",2009,75,0,0.166666666666667
"Tacna",2010,10,0,0.166666666666667
"Tacna",2010,15,0,0.166666666666667
"Tacna",2010,20,0,0.166666666666667
"Tacna",2010,25,0,0.166666666666667
"Tacna",2010,30,0,0.166666666666667
"Tacna",2010,50,0,0.166666666666667
"Tacna",2010,75,0,0.166666666666667
"Tacna",2011,10,0,0.166666666666667
"Tacna",2011,15,0,0.166666666666667
"Tacna",2011,20,0,0.166666666666667
"Tacna",2011,25,0,0.166666666666667
"Tacna",2011,30,0,0.166666666666667
"Tacna",2011,50,0,0.166666666666667
"Tacna",2011,75,0,0.166666666666667
"Tacna",2012,10,0,0.166666666666667
"Tacna",2012,15,0,0.166666666666667
"Tacna",2012,20,0,0.166666666666667
"Tacna",2012,25,0,0.166666666666667
"Tacna",2012,30,0,0.166666666666667
"Tacna",2012,50,0,0.166666666666667
"Tacna",2012,75,0,0.166666666666667
"Tumbes",2000,10,0,0
"Tumbes",2000,15,0,0
"Tumbes",2000,20,0,0
"Tumbes",2000,25,0,0
"Tumbes",2000,30,0,0
"Tumbes",2000,50,0,0
"Tumbes",2000,75,0,0
"Tumbes",2001,10,25,43.0833333333333
"Tumbes",2001,15,25,43.0833333333333
"Tumbes",2001,20,24,43.0833333333333
"Tumbes",2001,25,24,43.0833333333333
"Tumbes",2001,30,24,43.0833333333333
"Tumbes",2001,50,20,43.0833333333333
"Tumbes",2001,75,17,43.0833333333333
"Tumbes",2002,10,11,43.0833333333333
"Tumbes",2002,15,11,43.0833333333333
"Tumbes",2002,20,11,43.0833333333333
"Tumbes",2002,25,11,43.0833333333333
"Tumbes",2002,30,11,43.0833333333333
"Tumbes",2002,50,10,43.0833333333333
"Tumbes",2002,75,7,43.0833333333333
"Tumbes",2003,10,32,43.0833333333333
"Tumbes",2003,15,32,43.0833333333333
"Tumbes",2003,20,31,43.0833333333333
"Tumbes",2003,25,31,43.0833333333333
"Tumbes",2003,30,30,43.0833333333333
"Tumbes",2003,50,24,43.0833333333333
"Tumbes",2003,75,15,43.0833333333333
"Tumbes",2004,10,43,43.0833333333333
"Tumbes",2004,15,42,43.0833333333333
"Tumbes",2004,20,41,43.0833333333333
"Tumbes",2004,25,41,43.0833333333333
"Tumbes",2004,30,41,43.0833333333333
"Tumbes",2004,50,34,43.0833333333333
"Tumbes",2004,75,20,43.0833333333333
"Tumbes",2005,10,79,43.0833333333333
"Tumbes",2005,15,79,43.0833333333333
"Tumbes",2005,20,78,43.0833333333333
"Tumbes",2005,25,78,43.0833333333333
"Tumbes",2005,30,77,43.0833333333333
"Tumbes",2005,50,69,43.0833333333333
"Tumbes",2005,75,50,43.0833333333333
"Tumbes",2006,10,43,43.0833333333333
"Tumbes",2006,15,42,43.0833333333333
"Tumbes",2006,20,42,43.0833333333333
"Tumbes",2006,25,42,43.0833333333333
"Tumbes",2006,30,42,43.0833333333333
"Tumbes",2006,50,39,43.0833333333333
"Tumbes",2006,75,33,43.0833333333333
"Tumbes",2007,10,84,43.0833333333333
"Tumbes",2007,15,84,43.0833333333333
"Tumbes",2007,20,84,43.0833333333333
"Tumbes",2007,25,84,43.0833333333333
"Tumbes",2007,30,83,43.0833333333333
"Tumbes",2007,50,66,43.0833333333333
"Tumbes",2007,75,28,43.0833333333333
"Tumbes",2008,10,68,43.0833333333333
"Tumbes",2008,15,67,43.0833333333333
"Tumbes",2008,20,67,43.0833333333333
"Tumbes",2008,25,67,43.0833333333333
"Tumbes",2008,30,67,43.0833333333333
"Tumbes",2008,50,60,43.0833333333333
"Tumbes",2008,75,37,43.0833333333333
"Tumbes",2009,10,16,43.0833333333333
"Tumbes",2009,15,16,43.0833333333333
"Tumbes",2009,20,16,43.0833333333333
"Tumbes",2009,25,16,43.0833333333333
"Tumbes",2009,30,16,43.0833333333333
"Tumbes",2009,50,14,43.0833333333333
"Tumbes",2009,75,11,43.0833333333333
"Tumbes",2010,10,57,43.0833333333333
"Tumbes",2010,15,57,43.0833333333333
"Tumbes",2010,20,57,43.0833333333333
"Tumbes",2010,25,56,43.0833333333333
"Tumbes",2010,30,56,43.0833333333333
"Tumbes",2010,50,48,43.0833333333333
"Tumbes",2010,75,30,43.0833333333333
"Tumbes",2011,10,36,43.0833333333333
"Tumbes",2011,15,36,43.0833333333333
"Tumbes",2011,20,35,43.0833333333333
"Tumbes",2011,25,35,43.0833333333333
"Tumbes",2011,30,35,43.0833333333333
"Tumbes",2011,50,27,43.0833333333333
"Tumbes",2011,75,15,43.0833333333333
"Tumbes",2012,10,147,43.0833333333333
"Tumbes",2012,15,147,43.0833333333333
"Tumbes",2012,20,146,43.0833333333333
"Tumbes",2012,25,146,43.0833333333333
"Tumbes",2012,30,146,43.0833333333333
"Tumbes",2012,50,140,43.0833333333333
"Tumbes",2012,75,117,43.0833333333333
"Ucayali",2000,10,0,0
"Ucayali",2000,15,0,0
"Ucayali",2000,20,0,0
"Ucayali",2000,25,0,0
"Ucayali",2000,30,0,0
"Ucayali",2000,50,0,0
"Ucayali",2000,75,0,0
"Ucayali",2001,10,13210,3144.33333333333
"Ucayali",2001,15,13208,3144.33333333333
"Ucayali",2001,20,13204,3144.33333333333
"Ucayali",2001,25,13203,3144.33333333333
"Ucayali",2001,30,13198,3144.33333333333
"Ucayali",2001,50,13169,3144.33333333333
"Ucayali",2001,75,13046,3144.33333333333
"Ucayali",2002,10,12731,3144.33333333333
"Ucayali",2002,15,12728,3144.33333333333
"Ucayali",2002,20,12723,3144.33333333333
"Ucayali",2002,25,12721,3144.33333333333
"Ucayali",2002,30,12717,3144.33333333333
"Ucayali",2002,50,12679,3144.33333333333
"Ucayali",2002,75,12508,3144.33333333333
"Ucayali",2003,10,13205,3144.33333333333
"Ucayali",2003,15,13202,3144.33333333333
"Ucayali",2003,20,13199,3144.33333333333
"Ucayali",2003,25,13196,3144.33333333333
"Ucayali",2003,30,13192,3144.33333333333
"Ucayali",2003,50,13145,3144.33333333333
"Ucayali",2003,75,12948,3144.33333333333
"Ucayali",2004,10,12743,3144.33333333333
"Ucayali",2004,15,12742,3144.33333333333
"Ucayali",2004,20,12740,3144.33333333333
"Ucayali",2004,25,12738,3144.33333333333
"Ucayali",2004,30,12736,3144.33333333333
"Ucayali",2004,50,12709,3144.33333333333
"Ucayali",2004,75,12609,3144.33333333333
"Ucayali",2005,10,29496,3144.33333333333
"Ucayali",2005,15,29484,3144.33333333333
"Ucayali",2005,20,29466,3144.33333333333
"Ucayali",2005,25,29456,3144.33333333333
"Ucayali",2005,30,29441,3144.33333333333
"Ucayali",2005,50,29227,3144.33333333333
"Ucayali",2005,75,28451,3144.33333333333
"Ucayali",2006,10,15614,3144.33333333333
"Ucayali",2006,15,15612,3144.33333333333
"Ucayali",2006,20,15609,3144.33333333333
"Ucayali",2006,25,15606,3144.33333333333
"Ucayali",2006,30,15604,3144.33333333333
"Ucayali",2006,50,15564,3144.33333333333
"Ucayali",2006,75,15404,3144.33333333333
"Ucayali",2007,10,11668,3144.33333333333
"Ucayali",2007,15,11666,3144.33333333333
"Ucayali",2007,20,11663,3144.33333333333
"Ucayali",2007,25,11662,3144.33333333333
"Ucayali",2007,30,11659,3144.33333333333
"Ucayali",2007,50,11629,3144.33333333333
"Ucayali",2007,75,11525,3144.33333333333
"Ucayali",2008,10,22861,3144.33333333333
"Ucayali",2008,15,22858,3144.33333333333
"Ucayali",2008,20,22855,3144.33333333333
"Ucayali",2008,25,22852,3144.33333333333
"Ucayali",2008,30,22848,3144.33333333333
"Ucayali",2008,50,22799,3144.33333333333
"Ucayali",2008,75,22617,3144.33333333333
"Ucayali",2009,10,33585,3144.33333333333
"Ucayali",2009,15,33580,3144.33333333333
"Ucayali",2009,20,33573,3144.33333333333
"Ucayali",2009,25,33570,3144.33333333333
"Ucayali",2009,30,33561,3144.33333333333
"Ucayali",2009,50,33465,3144.33333333333
"Ucayali",2009,75,33125,3144.33333333333
"Ucayali",2010,10,20415,3144.33333333333
"Ucayali",2010,15,20412,3144.33333333333
"Ucayali",2010,20,20410,3144.33333333333
"Ucayali",2010,25,20408,3144.33333333333
"Ucayali",2010,30,20404,3144.33333333333
"Ucayali",2010,50,20357,3144.33333333333
"Ucayali",2010,75,20196,3144.33333333333
"Ucayali",2011,10,24469,3144.33333333333
"Ucayali",2011,15,24467,3144.33333333333
"Ucayali",2011,20,24464,3144.33333333333
"Ucayali",2011,25,24460,3144.33333333333
"Ucayali",2011,30,24457,3144.33333333333
"Ucayali",2011,50,24407,3144.33333333333
"Ucayali",2011,75,24208,3144.33333333333
"Ucayali",2012,10,37808,3144.33333333333
"Ucayali",2012,15,37803,3144.33333333333
"Ucayali",2012,20,37798,3144.33333333333
"Ucayali",2012,25,37793,3144.33333333333
"Ucayali",2012,30,37786,3144.33333333333
"Ucayali",2012,50,37699,3144.33333333333
"Ucayali",2012,75,37391,3144.33333333333
